"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1848517","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","sp. LU1"
"2742656","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","sp. RHBSTW-00593"
"2980499","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","sp. 155105"
"2742636","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","sp. RHBSTW-00127"
"3020826","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","sp. K-M0706"
"1659194","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp. GR 6-02"
"2775920","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","sp. CW117"
"2592625","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Brucellaceae","Brucella","sp. 2280"
"1208583","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter","papalotli (ex Servin-Garciduenas et al. 2014)"
"2560420","Viruses","Uroviricota","Caudoviricetes","","","Efquatrovirus","EF3"
"2560431","Viruses","Uroviricota","Caudoviricetes","","","Efquatrovirus","SHEF4"
"2560429","Viruses","Uroviricota","Caudoviricetes","","","Efquatrovirus","SANTOR1"
"2560417","Viruses","Uroviricota","Caudoviricetes","","","Efquatrovirus","AUEF3"
"2560416","Viruses","Uroviricota","Caudoviricetes","","","Efquatrovirus","AL3"
"2560425","Viruses","Uroviricota","Caudoviricetes","","","Efquatrovirus","EfaCPT1"
"2560432","Viruses","Uroviricota","Caudoviricetes","","","Efquatrovirus","SHEF5"
"2560424","Viruses","Uroviricota","Caudoviricetes","","","Efquatrovirus","EcZZ2"
"2560428","Viruses","Uroviricota","Caudoviricetes","","","Efquatrovirus","PMBT2"
"2560421","Viruses","Uroviricota","Caudoviricetes","","","Efquatrovirus","EF4"
"2999013","Viruses","Uroviricota","Caudoviricetes","","","","Streptomyces phage Success"
"683735","Viruses","Uroviricota","Caudoviricetes","","","","Aggregatibacter phage S1249"
"541865","Viruses","Uroviricota","Caudoviricetes","","","","Clostridium phage phiCP39-O"
"2783539","Viruses","Uroviricota","Caudoviricetes","","","","Bacillus phage Kirov"
"2500559","Viruses","Uroviricota","Caudoviricetes","","","","Bacillus phage pW2"
"1647472","Viruses","Uroviricota","Caudoviricetes","","","","Gordonia phage GMA5"
"2894789","Viruses","Uroviricota","Caudoviricetes","","","","Bacillus phage vB_BanS_Skywalker"
"1458842","Viruses","Uroviricota","Caudoviricetes","","","","Geobacillus phage GBK2"
"1718158","Viruses","Uroviricota","Caudoviricetes","","","","Enterococcus phage IME-EFm5"
"2956012","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Jiaodavirus","kppv15"
"2956206","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Mosugukvirus","pm2"
"279006","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","","Acinetobacter virus 133"
"2843630","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Acajnonavirus","acj9"
"2843640","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Zedzedvirus","zz1"
"1985336","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Slopekvirus","eap3"
"2844671","Viruses","Uroviricota","Caudoviricetes","","","Kenoshavirus","ohmyward"
"2845940","Viruses","Uroviricota","Caudoviricetes","","","Mydovirus","mydo"
"1914853","Viruses","Uroviricota","Caudoviricetes","","","Vequintavirus","V5"
"2365051","Viruses","Uroviricota","Caudoviricetes","","","Moineauvirus","Streptococcus phage CHPC930"
"112023","Viruses","Uroviricota","Caudoviricetes","","","Moineauvirus","mv7201"
"2862773","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","","Vibrio phage vB_VpaP_G1"
"2733941","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Pairvirus","Lo5R7ANS"
"2956181","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Makelovirus","prm1"
"2955412","Viruses","Uroviricota","Caudoviricetes","","Pachyviridae","Baltivirus","phi19tres"
"2955965","Viruses","Uroviricota","Caudoviricetes","","Pachyviridae","Gundelvirus","Gundel"
"1924729","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Kayvirus","JD7"
"2560545","Viruses","Uroviricota","Caudoviricetes","","","Alcyoneusvirus","RaK2"
"2734142","Viruses","Uroviricota","Caudoviricetes","","","Salmondvirus","JA29"
"2956042","Viruses","Uroviricota","Caudoviricetes","","Zierdtviridae","Kablunavirus","buggaboo"
"2873413","Viruses","Uroviricota","Caudoviricetes","","","Kagunavirus","Escherichia phage 26"
"2734214","Viruses","Uroviricota","Caudoviricetes","","","Andrewvirus","andrew"
"2956145","Viruses","Uroviricota","Caudoviricetes","","","Macdonaldcampvirus","SB28"
"2734275","Viruses","Uroviricota","Caudoviricetes","","","Sashavirus","sasha"
"2849972","Viruses","Uroviricota","Caudoviricetes","","","Jedunavirus","Klebsiella phage BUCT_47333"
"2734292","Viruses","Uroviricota","Caudoviricetes","","","Zetavirus","zeta1847"
"2859474","Viruses","Uroviricota","Caudoviricetes","","","Mudcatvirus","Arthrobacter phage Kardesai"
"1586713","Viruses","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prasinovirus","Yellowstone lake phycodnavirus 1"
"1628899","Viruses","","","","","","Temperate fruit decay-associated virus"
"1903266","Viruses","","","","Pithoviridae","","Cedratvirus A11"
"2956336","Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Tobaniviridae","Pregotovirus","heba"
"2955863","Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Hypoviridae","Epsilonhypovirus","agarici"
"1765754","Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","","Camponotus nipponicus virus"
"1923529","Viruses","","","","","","Wenling picorna-like virus 1"
"1923444","Viruses","","","","","","Shahe picorna-like virus 14"
"1922599","Viruses","","","","","","Beihai picorna-like virus 54"
"3047704","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Alphabaculovirus","busuppressariae"
"3048197","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Alphabaculovirus","mavitratae"
"77647","Viruses","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Geminiviridae","Begomovirus","Cotton leaf crumple virus"
"2055263","Viruses","","","","Anelloviridae","","Anelloviridae sp."
"2762328","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","sp. PAMC28748"
"2897335","Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","sp. HL28"
"1179670","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Micrococcus","sp. KBS0714"
"265949","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium","pseudoshottsii"
"2856851","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus","sp. LW-XY12"
"1807790","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus","sp. BH4"
"2987521","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","sp. BI87"
"1442159","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","sp. 14R-10"
"67313","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","lateritius"
"3015165","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Solwaraspora","sp. WMMA2080"
"1050655","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus","sp. A15-60"
"2992243","Bacteria","Chlorobiota","Chlorobiia","Chlorobiales","Chlorobiaceae","Prosthecochloris","sp. SCSIO W1102"
"2897413","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","sp. KPN54798"
"2861801","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","sp. Colony322"
"2861800","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","sp. Colony475"
"2487150","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Metakosakonia","sp. MRY16-398"
"2935858","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Pectobacterium","sp. 21LCBS03"
"2560029","Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","sp. 2692-1"
"2898483","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp. 7-41"
"2886361","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp. HN8-3"
"2058330","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","sp. ALD9"
"2058316","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","sp. GutDb-MelDb"
"2777947","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. Res13-Abat-PEC07-P2-02"
"2545797","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. FDAARGOS_724"
"28907","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Fastidiosibacteraceae","Caedibacter","taeniospiralis"
"3024242","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. BJ04"
"2866199","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","sp. ISRA463"
"1043206","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidiphilium","sp. PM"
"2954046","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","endosymbiont (group A) of Philonthus cognatus"
"2954049","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","endosymbiont (group B) of Polyommatus icarus"
"2954005","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","endosymbiont (group B) of Endotricha flammealis"
"2954057","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","endosymbiont (group A) of Sphaerophoria taeniata"
"2954037","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","endosymbiont (group B) of Pammene fasciana"
"2709303","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","sp. Se16.2.3"
"2867247","Bacteria","Thermodesulfobacteriota","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Thermosulfurimonas","sp. F29"
"38322","Bacteria","Thermotogota","Thermotogae","Thermotogales","Thermotogaceae","Pseudothermotoga","elfii"
"2844151","Viruses","Uroviricota","Caudoviricetes","","Rountreeviridae","Minhovirus","zip"
"1204543","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Silviavirus","SA11"
"2734045","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Schiekvirus","EfV12"
"2734052","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Harbinvirus","semele"
"1985177","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Caeruleovirus","BCP82"
"2845126","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Watanabevirus","wv3521"
"52979","Viruses","Uroviricota","Caudoviricetes","","","","Lactobacillus phage phig1e"
"627087","Viruses","Uroviricota","Caudoviricetes","","","","Enterococcus phage EFAP-1"
"1445858","Viruses","Uroviricota","Caudoviricetes","","","","Enterococcus phage IME-EFm1"
"767806","Viruses","Uroviricota","Caudoviricetes","","","","Enterococcus phage EFRM31"
"2024265","Viruses","Uroviricota","Caudoviricetes","","","","Agrobacterium phage Atu_ph08"
"1675317","Viruses","Uroviricota","Caudoviricetes","","","","Erysipelothrix phage SE-1"
"2900314","Viruses","Uroviricota","Caudoviricetes","","","","Klebsiella phage vB_KpnS-Carvaje"
"2805839","Viruses","Uroviricota","Caudoviricetes","","","","Microbacterium phage Shocker"
"2956382","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Roskildevirus","cronus"
"2843638","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Hadassahvirus","pht2"
"2844036","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Pseudotevenvirus","lee"
"2859072","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","","Vibrio phage BUCT194"
"2877946","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","","Alcaligenes phage vB_AfaP_QDWS595"
"2859656","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Pokkenvirus","Stenotrophomonas phage Piffle"
"2846085","Viruses","Uroviricota","Caudoviricetes","","Demerecviridae","Epseptimavirus","ev23"
"2560631","Viruses","Uroviricota","Caudoviricetes","","Demerecviridae","Myunavirus","My1"
"2874879","Viruses","Uroviricota","Caudoviricetes","","","Jedunavirus","Klebsiella phage VLCpiM12a"
"2562174","Viruses","Uroviricota","Caudoviricetes","","","Jedunavirus","Klebsiella phage vB_KpnM_IME346"
"2530028","Viruses","Uroviricota","Caudoviricetes","","","Jedunavirus","Klebsiella phage vB_KpnM_FZ14"
"2047786","Viruses","Uroviricota","Caudoviricetes","","","Jedunavirus","Klebsiella phage 1611E-K2-1"
"2956426","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Sedonavirus","tusconh"
"2734115","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Libanvirus","ptim40"
"1993863","Viruses","Uroviricota","Caudoviricetes","","","Fromanvirus","twister"
"1036613","Viruses","Uroviricota","Caudoviricetes","","","Fromanvirus","mrgordo"
"1982148","Viruses","Uroviricota","Caudoviricetes","","","Gaiavirus","gaia"
"2956465","Viruses","Uroviricota","Caudoviricetes","","Zierdtviridae","Skysandvirus","patio"
"2169990","Viruses","Uroviricota","Caudoviricetes","","","Machinavirus","machina"
"2845961","Viruses","Uroviricota","Caudoviricetes","","Zobellviridae","Paundecimvirus","PA11"
"2844163","Viruses","Uroviricota","Caudoviricetes","","","Henunavirus","hena1"
"2846052","Viruses","Uroviricota","Caudoviricetes","","","Mydovirus","Ro1"
"2656554","Viruses","Uroviricota","Caudoviricetes","","","Quhwahvirus","Microbacterium phage Teamocil"
"1983108","Viruses","Uroviricota","Caudoviricetes","","","Coopervirus","brownCNA"
"2955229","Viruses","Uroviricota","Caudoviricetes","","","Acadianvirus","serendipitous"
"2955346","Viruses","Uroviricota","Caudoviricetes","","","Anayavirus","nibb"
"2734202","Viruses","Uroviricota","Caudoviricetes","","","Horusvirus","horus"
"2955882","Viruses","Uroviricota","Caudoviricetes","","Vilmaviridae","Faithunavirus","finemlucis"
"2956641","Viruses","Uroviricota","Caudoviricetes","","","Veracruzvirus","veracruz"
"2843695","Viruses","Uroviricota","Caudoviricetes","","","Tandoganvirus","A403"
"2956575","Viruses","Uroviricota","Caudoviricetes","","","Typhavirus","typha"
"2955709","Viruses","Uroviricota","Caudoviricetes","","","Clownvirus","clown"
"2845431","Viruses","Uroviricota","Caudoviricetes","","","Nevevirus","P118"
"1980923","Viruses","Uroviricota","Caudoviricetes","","","Mieseafarmvirus","RSL1"
"2843987","Viruses","Uroviricota","Caudoviricetes","","Guelinviridae","Brucesealvirus","CPS2"
"2956198","Viruses","Uroviricota","Caudoviricetes","","Molycolviridae","Mollyvirus","colly"
"2560680","Viruses","Uroviricota","Caudoviricetes","","","Otagovirus","Psa374"
"2733373","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Pienvirus","R801"
"10397","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Quwivirus","Tupaiid betaherpesvirus 1"
"1960249","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Macavirus","Suid gammaherpesvirus 3"
"2341050","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Lymphocryptovirus","Macaca arctoides gammaherpesvirus 1"
"50294","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Iltovirus","Psittacid alphaherpesvirus 1"
"2604840","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","","Cacatuid alphaherpesvirus 2"
"10506","Viruses","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Chlorovirus","Paramecium bursaria Chlorella virus 1"
"880161","Viruses","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prasinovirus","Micromonas sp. RCC1109 virus MpV1"
"642926","Viruses","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prasinovirus","Ostreococcus tauri virus 1"
"1301279","Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Chloriridovirus","Invertebrate iridovirus 22"
"2025360","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Centapoxvirus","NY_014 poxvirus"
"129726","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Parapoxvirus","Pseudocowpox virus"
"130370","Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Porcine mastadenovirus B"
"1933261","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Tospoviridae","Orthotospovirus","Groundnut bud necrosis orthotospovirus"
"1933262","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Bertioga orthobunyavirus"
"2170056","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Bushbush orthobunyavirus"
"2170059","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Wolkberg orthobunyavirus"
"2560627","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Peaton orthobunyavirus"
"696863","Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Sprivivirus","cyprinus"
"2599622","Viruses","Negarnaviricota","Monjiviricetes","Jingchuvirales","Chuviridae","Mivirus","sp."
"2955987","Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Mayoviridae","Idaeovirus","rubi"
