Gene	Mean_Difference	p_value	p_adj
K02795	83.03235727668834	0.002429396197434303	4.273307911286939
K01464	29.9747423346857	0.0024368141925200783	4.286356164642818
K03686	-451.3451595937895	0.002440940050085728	4.2936135481007955
K02821	69.0936731018833	0.0024924748993194025	4.384263347902829
K13043	-206.75890839393418	0.002524822496935554	4.44116277210964
K07316	92.80588362059743	0.0025272572490581085	4.445445501093213
K00245	47.45939118975012	0.002547736240537922	4.481468047106205
K01778	-312.9280283100013	0.0025688337441236078	4.518578555913426
K05833	-243.0526895385775	0.0025689422522510927	4.518769421709672
K01995	230.3874932751056	0.0025850774036410367	4.547151153004584
